id,gender,height,weight,iq,fb_friends,yt,self_intro
378,1,178.9999998,67.40890741,135.9999985,415.2892763,2.79155239,Programmer with coffee
379,1,171.0000002,49.00000036,122.2923055,674.9999894,2.79155239,Just wake up
380,1,166.0000001,70,110.0000009,399.9999954,2.79155239,I am a man with power to breath!
381,1,173.5054579,67.40890741,50,0,2.79155239,Free
382,1,173.5054579,67.40890741,125.999999,415.2892763,0.000351,Alive
383,1,165.0000001,70,122.2923055,415.2892763,2.79155239,test
384,1,182.0000005,67.40890741,87.00000048,415.2892763,2.79155239,Live or die is a big question
385,1,171.0000002,60.0000006,123.0000019,250.0000028,0,Hi I am AI
386,1,170.0000003,76.00000143,120.0000003,199.9999977,5.399999881,Human being
387,1,173.5054579,55,122.2923055,710.9999821,0.560000007,I am a sunshine boy.
388,1,163,52.00000018,120.0000003,799.9999908,5.000000069,God Hand
389,1,173.0000001,66.99999928,100.0000015,623.000015,2.79155239,
390,2,167.9999996,53.99999988,180.0000012,540.0749872,4.000000095,
391,1,175,68.00000012,123.0000019,500.0000056,1.700000038,I am a wise man
392,1,168.0000004,58.00000072,125.999999,381.000003,2.79155239,simple
393,1,176.0000008,77.99999952,100.0000015,250.9999988,1.500000039,a man
394,1,172.0000002,60.0000006,130.0000042,721.9999837,0.999999995,
395,2,162.0000004,59.00000012,180.0000012,1780,0.135999992,All is well!
396,2,161.0321424,47.99999984,130.0000042,540.0749872,2.000000048,
397,2,150.0000001,53.02702668,85.00000015,2,2.087827188,Kindness
398,2,150.0000001,53.02702668,85.00000015,2,1.000000024,Kindness
399,1,170.0000003,80.00000119,128.9999962,470.9999849,0.029999999,handsome boy
400,2,155.0000002,49.99999985,101.0000005,455.9999955,7.06000011,
401,2,169.0000007,52.99999967,87.00000048,324.0000054,0.099999996,Free
402,1,169.0000004,72.00000167,87.00000048,549.999988,0.1,I'm a nerd.
403,1,176.0000008,67.40890741,100.0000015,330.0000019,3.000000079,
404,1,173.0000001,67.40890741,180.0000012,300.0000079,5.000000069,Cute guy with handsome face.
405,1,173.5054579,60.0000006,120.0000003,500.0000056,5.000000069,
406,1,170.0000003,68.00000012,100.0000015,399.9999954,0.087,Ggggggggg
407,1,173.0000001,73.99999976,122.2923055,415.2892763,0,Hot and attractive
408,1,173.5054579,67.40890741,50,0,2.79155239,I am a boy
409,1,182.0000005,70,120.0000003,827.99997,0.900000042,gorgeous
410,2,162.0000004,55.00000009,110.0000009,499.9999745,2.000000048,Born with an adventurous spirit
411,1,186.0000002,66.99999928,110.0000009,399.9999954,0.1,
412,1,173.5054579,74.99999881,122.2923055,364.9999986,12.00000031,Eternal return
413,2,161.0321424,53.02702668,100.0000015,540.0749872,2.087827188,foodie
414,1,174.4999996,66.99999928,110.0000009,488.000008,3.999999981,
415,2,155.0000002,53.02702668,200,1681.000047,2.087827188,Happy
416,2,161.0321424,52.99999967,87.00000048,1182.999967,2.99E-05,
417,1,170.0000003,64.9999994,120.0000003,593.9999943,0.999999995,I am a infinity man
418,2,158.0000003,47.00000003,115.0000006,1330.000003,5.799999845,Awesome
419,1,166.0000001,66.00000024,90.00000209,1000.000011,0.999999995,I hope i am a super hero.
420,1,176.0000008,64.9999994,87.00000048,1299.999996,1.99999999,
421,1,174.0000001,72.00000167,122.2923055,415.2892763,9.000000049,
422,2,167.0000006,49.99999985,180.0000012,482.9999826,2.087827188,
423,1,173.0000001,68.00000012,66.00000039,300.0000079,10.00000014,super 666666
