id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro
322,2,6,1,165.0000005,54.99999946,3,80.00000045,500.0000009,2.510735898,
323,1,11,1,175.999999,90.00000119,3,120.0000003,30.00000045,1.999999934,Good
324,1,2,1,175.999999,63.00000072,5,180.0000012,123.0000018,3.881536554,I am who am I
325,1,7,2,173.9999995,70.0000003,4,120.0000003,446.5263317,0.999999967,Nice person
326,2,11,1,161.0321424,50.00000024,3,132.250002,800.0000007,1.999999949,Intelligence
327,1,3,1,177.0000011,55.00000015,5,120.0000003,300.0000045,3.881536554,
328,1,2,1,173.0000004,67.58064419,3,100.0000015,463.9999835,16.19999984,
329,1,9,2,173.9999995,61.00000083,2,87.00000048,602.9999739,3.881536554,
330,1,10,2,173.7249807,67.58064419,2,122.2923055,446.5263317,3.881536554,
331,2,6,1,165.9999996,54.38461581,3,168.0000037,1000.000001,1.999999949,Excellent
332,1,9,1,173.0000004,67.58064419,2,134.9999994,446.5263317,15.99999948,Good
333,1,11,2,183.0000013,78.99999976,5,122.2923055,237.0000035,18.99999999,I'm a foolish.
334,1,8,2,178.0000001,67.58064419,3,141.0000026,999.9999681,3.999999869,Cool
335,1,1,2,170.0000003,67.00000048,2,120.0000003,300.0000045,3.881536554,
336,1,11,2,162.9999995,78.00000191,2,125,89.00000425,0.999999967,
337,1,2,2,178.0000001,84.9999994,5,87.00000048,700.0000338,3.881536554,
338,1,8,1,177.0000011,58.00000101,3,130.0000042,600.0000089,15.00000013,Handsome
339,1,5,2,178.9999992,80.00000179,3,105.0000012,199.9999971,3.881536554,humble
340,1,11,1,184.9999994,70.0000003,3,122.2923055,99.99999857,0.999999967,A student
341,1,2,1,175,80.00000179,3,174.999997,499.9999841,3.881536554,
342,1,11,2,170.0000003,55.00000015,4,180.0000012,0,3.881536554,
343,1,8,1,170.0000003,75,4,100.0000015,700.0000338,0.999999967,
344,1,3,1,170.0000003,67.58064419,3,120.0000003,1299.999973,3.881536554,Quietly brilliant
345,1,5,2,171.9999999,72.00000018,3,120.0000003,120.0000018,10.00000029,Good
346,1,7,2,175,90.00000119,3,140.0000036,1059.999969,3.881536554,
347,1,12,2,178.9999992,78.99999976,5,100.0000015,700.0000338,0.999999967,
348,1,7,2,178.0000001,67.00000048,4,90.00000209,700.0000338,3.881536554,Happy
349,1,8,1,178.9999992,63.00000072,4,100.0000015,150.0000022,2.999999902,I?™m happy.
350,1,1,2,170.9999993,60.00000089,2,55.99999987,573.9999969,1.499999951,good
351,2,6,2,155.0000002,52.99999955,2,100.0000015,150.0000011,1.999999949,I'm a nice person.
352,1,4,2,178.0000001,65.0000006,5,102.9999986,446.5263317,3.881536554,One is never too old to learn
353,1,4,2,175.999999,57.00000003,5,122.2923055,329.0000166,5.999999803,good
354,1,7,2,181.9999993,70.0000003,5,100.0000015,1361.99995,10.00000029,Tall
355,2,6,2,177.0000009,54.00000006,5,182.9999983,900.0000007,0.000214,I am happy and pretty girl.
356,1,7,2,173.6000001,57.00000003,3,122.2923055,913.9999902,0.300000006,Intelligent!
357,1,7,2,173.7249807,74.00000006,3,199.000001,0,3.881536554,BigHotGG
358,2,6,2,157.0000003,54.99999946,3,120.0000003,600.0000008,2.510735898,A commen person.
359,1,7,1,168.0000007,84.9999994,5,150.000003,350.0000169,5.000000145,I'm a nice people.
360,1,4,2,177.0000011,68.00000042,3,122.2923055,99.99999857,0.999999967,
361,1,9,2,175.999999,80.00000179,5,120.0000003,499.9999841,1.999999934,Tired
362,1,5,1,177.0000011,72.00000018,4,100.0000015,526.9999845,0.999999967,
363,2,5,1,156.0000003,55.99999997,3,155.9999973,575.6829378,0,my name is Ellen.
364,2,9,2,162.0000004,54.38461581,4,120.0000003,800.0000007,4.999999994,I wish I could be smarter.
365,1,6,2,167.0000002,57.00000003,3,105.0000012,249.999992,1.499999951,I'm adaptive and hardworking.
366,2,9,2,161.0000004,51.00000019,4,110.0000009,600.0000008,0,Finding myself.
367,1,1,1,165.0000006,65.0000006,5,100.0000015,446.5263317,2.999999902,cute
368,1,6,1,160.0000001,67.58064419,3,97.99999893,258.0000038,3.881536554,
369,2,6,2,154.0000002,55.99999997,4,150.000003,1060.999964,0.480000008,
370,1,7,2,173.7249807,70.0000003,1,92.00000018,99.99999857,0.999999967,Nice
371,1,7,1,181.9999993,60.00000089,4,180.0000012,600.0000089,3.881536554,Industrious
372,2,4,2,161.0321424,59.99999979,3,132.0000023,300.000001,2.510735898,I am a little fat
373,2,10,1,160.0000004,45.00000005,3,150.000003,575.6829378,1.999999949,Happy girl
374,2,2,2,161.0321424,54.99999946,3,120.0000003,555.0000277,6.00000009,Liberator
375,1,2,2,173.9999995,70.0000003,2,199.000001,0,3.881536554,
376,1,11,2,168.9999998,60.00000089,3,120.0000003,232.9999976,2.999999902,I'm friendly
377,1,1,2,170.9999993,63.00000072,3,122.2923055,199.9999971,3.881536554,no girlfriend since 1993
378,1,10,1,178.9999992,67.58064419,4,135.9999985,1999.999936,3.881536554,Programmer with coffee
379,1,7,1,170.9999993,49.00000051,2,122.2923055,674.999975,3.881536554,Just wake up
380,1,11,2,165.9999996,70.0000003,3,110.0000009,399.9999943,14.31999963,I am a man with power to breath!
381,1,7,2,200,67.58064419,1,50,0,3.881536554,Free
382,1,12,1,173.7249807,67.58064419,4,125.999999,446.5263317,0.000351,Alive
383,1,3,2,165.0000006,70.0000003,5,122.2923055,446.5263317,3.881536554,test
384,1,7,2,181.9999993,67.58064419,3,87.00000048,446.5263317,3.881536554,Live or die is a big question
385,1,7,2,170.9999993,60.00000089,4,123.0000019,249.999992,0,Hi I am AI
386,1,4,2,170.0000003,76.00000203,5,120.0000003,199.9999971,5.399999946,Human being
387,1,8,1,173.7249807,55.00000015,3,122.2923055,710.9999755,0.56,I am a sunshine boy.
388,1,8,2,162.9999995,52.00000033,4,120.0000003,799.9999885,5.000000145,God Hand
389,1,10,2,173.0000004,67.00000048,5,100.0000015,623.000021,3.881536554,
390,2,6,1,167.9999996,54.00000006,4,180.0000012,575.6829378,3.999999898,
391,1,9,2,175,68.00000042,5,123.0000019,499.9999841,1.700000006,I am a wise man
392,1,7,1,168.0000007,58.00000101,3,125.999999,381.0000057,3.881536554,simple
393,1,11,2,175.999999,78.00000191,3,100.0000015,250.9999979,1.499999951,a man
394,1,6,2,171.9999999,60.00000089,3,130.0000042,721.9999874,0.999999967,
395,2,12,1,162.0000004,59.00000039,3,180.0000012,1780.000012,0.135999999,All is well!
396,2,7,2,161.0321424,47.99999978,3,130.0000042,575.6829378,1.999999949,
397,2,7,2,150.0000001,80,3,85.00000015,2,2.510735898,Kindness
398,2,7,2,150.0000001,80,3,85.00000015,2,0.999999975,Kindness
399,1,5,2,170.0000003,80.00000179,5,128.9999962,471.000007,0.030000001,handsome boy
400,2,1,2,155.0000002,50.00000024,5,101.0000005,455.9999973,7.060000153,
401,2,2,1,169.0000007,52.99999955,3,87.00000048,323.9999867,0.1,Free
402,1,8,2,168.9999998,72.00000018,3,87.00000048,549.9999965,0.099999999,I'm a nerd.
403,1,7,2,175.999999,67.58064419,4,100.0000015,330.0000049,2.999999902,
404,1,11,1,173.0000004,67.58064419,3,180.0000012,300.0000045,5.000000145,Cute guy with handsome face.
405,1,3,2,173.7249807,60.00000089,4,120.0000003,499.9999841,5.000000145,
406,1,2,2,170.0000003,68.00000042,3,100.0000015,399.9999943,0.087000001,Ggggggggg
407,1,4,1,173.0000004,74.00000006,3,122.2923055,446.5263317,0,Hot and attractive
408,1,9,2,173.7249807,67.58064419,5,50,0,3.881536554,I am a boy
409,1,1,1,181.9999993,70.0000003,3,120.0000003,828.0000123,0.900000017,gorgeous
410,2,9,2,162.0000004,54.99999946,3,110.0000009,500.0000009,1.999999949,Born with an adventurous spirit
411,1,12,2,186.0000014,67.00000048,3,110.0000009,399.9999943,0.099999999,
412,1,10,1,173.7249807,75,3,122.2923055,365.0000171,11.99999961,Eternal return
413,2,6,2,161.0321424,54.38461581,3,100.0000015,575.6829378,2.510735898,foodie
414,1,10,2,174.5000005,67.00000048,3,110.0000009,487.9999839,3.999999869,
415,2,1,1,155.0000002,54.38461581,5,200,1680.999952,2.510735898,Happy
416,2,4,2,161.0321424,52.99999955,5,87.00000048,1183.000011,2.99E-05,
417,1,5,2,170.0000003,65.0000006,4,120.0000003,594.0000089,0.999999967,I am a infinity man
418,2,12,2,158.0000003,47.0000001,3,115.0000006,1330.000042,5.799999877,Awesome
419,1,6,2,165.9999996,66.00000054,4,90.00000209,999.9999681,0.999999967,I hope i am a super hero.
420,1,1,2,175.999999,65.0000006,4,87.00000048,1299.999973,1.999999934,
421,1,7,1,173.9999995,72.00000018,2,122.2923055,1999.999936,8.999999705,
422,2,8,2,167.0000006,50.00000024,3,180.0000012,483.000011,9.999999989,
423,1,12,2,173.0000004,68.00000042,3,66.00000039,300.0000045,10.00000029,super 666666
